date	rain	min_temp	max_temp
2019-11-23	48.0		
2020-01-22	17.0		
2020-12-01	19.3		
2021-08-12	27.5		
2021-08-21	6.4		
2021-10-25	31.0		
2021-11-26	50.5		
2021-12-11	19.0		
2021-12-13	61.0		
2021-12-16	29.4		
2022-01-19	8.5		
2022-02-10	6.5		
2022-02-21	45.2		
2022-02-25	13.2		
2022-04-04	29.4		
2022-04-07	32.0		
2022-04-19	26.0		
2022-04-22	14.5		
2022-04-30	13.2		
2022-07-18	37.0		
2022-07-21	17.5		
2022-07-26	112.5		
2022-08-01	34.0		
2022-08-15	23.0		
2022-08-18	3.4		
2022-09-16	14.9		
2022-09-27	63.5		
2022-10-10	63.3		
2022-11-01	59.5		
2022-11-04	33.5		
2022-11-28	32.4		
2022-12-06	14.5		
2022-12-19	64.0		
2022-12-21	61.0		
2022-12-23	26.5		
2023-01-09	57.2		
2023-01-17	87.0		
2023-01-18	32.7		
2023-02-03	126.0		
2023-02-20	63.0		
2023-03-01	55.0		
2023-03-13	33.2		
2023-03-14	7.5		
2023-03-22	37.0		
2023-04-24	18.5		
2023-04-25	26.0		
2023-04-28	18.4		
2023-05-04	47.5		
2023-05-09	36.0		
2023-06-15	0.0		
2023-07-31	0.0		
2023-08-02	0.0		
2023-08-03	0.0		
2023-08-07	0.0		
2023-08-15	0.0		
2023-08-17	0.0		
2023-08-18	0.0		
2023-08-21	0.0		
2023-08-25	0.0		
2023-08-28	3.0		
2023-09-22	43.5		
2023-11-02	108.0		
2023-11-07	52.5		
2023-11-10	161.6		
2023-11-15	37.5		
2023-11-16	29.0		
2023-11-22	116.0		
2023-11-27	31.6		
2023-12-08	140.2		
2023-12-13	56.0		
2023-12-14	14.0		
2023-12-23	0.0		
2023-12-28	140.6		
2023-12-30	161.0		
2024-01-01	36.5		
2024-01-06	8.0		
2024-01-09	80.9		
2024-01-11	120.4		
2024-01-16	0.0		
2024-01-18	0.0		
2024-01-23	0.0		
2024-01-26	0.0		
2024-01-29	10.0		
2024-02-01	37.5		
2024-02-05	23.5		
2024-02-07	0.0		
2024-02-08	0.0		
2024-02-09	0.0		
2024-02-12	0.0		
2024-02-13	0.0		
2024-02-15	8.2		
2024-02-20	0.0		
2024-02-21	0.0		
2024-02-22	0.0		
2024-02-26	0.0		
2024-03-01	0.0		
2024-03-04	0.0		
2024-03-05	0.0		
2024-03-06	0.0		
2024-03-07	0.0		
2024-03-11	0.0		
2024-03-12	0.0		
2024-03-13	0.0		
2024-03-14	0.0		
2024-03-15	0.0		
2024-03-18	0.0		
2024-03-19	0.0		
2024-03-20	0.0		
2024-03-21	4.5		
2024-03-26	0.0		
2024-03-30	0.0		
2024-04-10	0.0		
2024-05-03	0.0		
2024-05-10	36.0		
2024-05-14	90.4		
2024-05-17	60.4		
2024-07-22	0.0		
2024-07-24	0.0		
2024-07-26	0.0		
2024-08-05	19.2		
2024-08-20	68.0		
2024-08-27	0.0		
2024-10-18	0.0		
2024-10-22	80.8		
2024-12-23	25.3		
2024-12-27	0.0		
2025-01-20	92.6		
2025-01-21	47.2		
2025-01-29	8.5		
2025-01-30	31.8		
2025-02-03	0.0		
2025-02-05	0.0		
2025-02-07	0.0		
2025-02-10	0.0		
2025-02-11	0.0		
2025-02-13	0.0		
2025-02-14	0.0		
2025-02-17	0.0		
2025-02-20	0.0		
2025-02-21	0.0		
2025-02-28	43.0		
2025-03-01	91.0		
2025-03-06	0.0		
2025-03-07	0.0		
2025-03-09	0.0		
2025-03-10	0.0		
2025-03-29	13.6		
2025-04-02	24.0		
2025-04-16	9.2		
2025-04-25	15.0		
2025-05-03	38.0		
2025-07-29	0.0		
2025-07-30	0.0		
2025-08-04	34.5		
2025-08-20	0.0		
2025-08-25	0.0		
2025-10-01	0.0		
2025-10-03	0.0		
