date	has_data	n	n_temp	n_rain
2024-02-22	True	56	22	56
2024-02-21	False	0	0	0
2024-02-20	False	0	0	0
2024-02-19	False	0	0	0
2024-02-18	False	0	0	0
2024-02-17	False	0	0	0
2024-02-16	True	52	18	52
2024-02-15	False	0	0	0
2024-02-14	False	0	0	0
2024-02-13	False	0	0	0
2024-02-12	True	58	24	58
2024-02-11	False	0	0	0
2024-02-10	False	0	0	0
2024-02-09	False	0	0	0
2024-02-08	False	0	0	0
2024-02-07	False	0	0	0
2024-02-06	True	55	22	55
2024-02-05	True	59	24	59
2024-02-04	False	0	0	0
2024-02-03	False	0	0	0
2024-02-02	True	55	20	55
2024-02-01	False	0	0	0
2024-01-31	False	0	0	0
2024-01-30	False	0	0	0
2024-01-29	False	0	0	0
2024-01-28	False	0	0	0
2024-01-27	False	0	0	0
2024-01-26	False	0	0	0
2024-01-25	True	59	24	59
2024-01-24	False	0	0	0
2024-01-23	False	0	0	0
2024-01-22	False	0	0	0
2024-01-21	True	56	21	56
2024-01-20	False	0	0	0
2024-01-19	False	0	0	0
2024-01-18	False	0	0	0
2024-01-17	True	56	24	56
2024-01-16	True	58	24	58
2024-01-15	False	0	0	0
2024-01-14	False	0	0	0
2024-01-13	True	46	24	46
2024-01-12	False	0	0	0
2024-01-11	False	0	0	0
2024-01-10	False	0	0	0
2024-01-09	False	0	0	0
2024-01-08	False	0	0	0
2024-01-07	False	0	0	0
2024-01-06	True	54	22	54
2024-01-05	False	0	0	0
2024-01-04	True	57	23	57
2024-01-03	False	0	0	0
2024-01-02	True	56	22	56
2024-01-01	False	0	0	0
2023-12-31	False	0	0	0
2023-12-30	False	0	0	0
2023-12-29	False	0	0	0
2023-12-28	True	57	24	57
2023-12-27	True	53	21	53
2023-12-26	True	55	20	55
2023-12-25	False	0	0	0
2023-12-24	False	0	0	0
2023-12-23	False	0	0	0
2023-12-22	False	0	0	0
2023-12-21	False	0	0	0
2023-12-20	True	58	24	58
2023-12-19	False	0	0	0
2023-12-18	False	0	0	0
2023-12-17	False	0	0	0
2023-12-16	False	0	0	0
2023-12-15	False	0	0	0
2023-12-14	True	56	22	56
2023-12-13	False	0	0	0
2023-12-12	False	0	0	0
2023-12-11	False	0	0	0
2023-12-10	False	0	0	0
2023-12-09	True	56	23	56
2023-12-08	False	0	0	0
2023-12-07	False	0	0	0
2023-12-06	False	0	0	0
2023-12-05	False	0	0	0
2023-12-04	False	0	0	0
2023-12-03	False	0	0	0
2023-12-02	True	55	22	55
2023-12-01	False	0	0	0
2023-11-30	False	0	0	0
2023-11-29	True	57	23	57
2023-11-28	True	53	21	53
2023-11-27	True	56	22	56
2023-11-26	False	0	0	0
2023-11-25	True	52	18	52
2023-11-24	False	0	0	0
2023-11-23	False	0	0	0
2023-11-22	False	0	0	0
2023-11-21	False	0	0	0
2023-11-20	True	54	22	54
2023-11-19	False	0	0	0
2023-11-18	False	0	0	0
2023-11-17	False	0	0	0
2023-11-16	False	0	0	0
2023-11-15	False	0	0	0
2023-11-14	True	56	24	56
2023-11-13	False	0	0	0
2023-11-12	False	0	0	0
2023-11-11	False	0	0	0
2023-11-10	False	0	0	0
2023-11-09	True	57	22	57
2023-11-08	True	54	23	54
2023-11-07	False	0	0	0
2023-11-06	True	58	24	58
2023-11-05	False	0	0	0
2023-11-04	True	57	23	57
2023-11-03	False	0	0	0
2023-11-02	False	0	0	0
2023-11-01	False	0	0	0
2023-10-31	False	0	0	0
2023-10-30	False	0	0	0
2023-10-29	False	0	0	0
2023-10-28	False	0	0	0
2023-10-27	False	0	0	0
2023-10-26	False	0	0	0
2023-10-25	False	0	0	0
2023-10-24	False	0	0	0
2023-10-23	False	0	0	0
2023-10-22	False	0	0	0
2023-10-21	False	0	0	0
2023-10-20	False	0	0	0
2023-10-19	False	0	0	0
2023-10-18	False	0	0	0
2023-10-17	False	0	0	0
2023-10-16	False	0	0	0
2023-10-15	False	0	0	0
2023-10-14	False	0	0	0
2023-10-13	False	0	0	0
2023-10-12	False	0	0	0
2023-10-11	False	0	0	0
2023-10-10	False	0	0	0
2023-10-09	False	0	0	0
2023-10-08	False	0	0	0
2023-10-07	False	0	0	0
2023-10-06	False	0	0	0
2023-10-05	False	0	0	0
2023-10-04	False	0	0	0
2023-10-03	False	0	0	0
2023-10-02	False	0	0	0
2023-10-01	False	0	0	0
2023-09-30	False	0	0	0
2023-09-29	False	0	0	0
2023-09-28	False	0	0	0
2023-09-27	False	0	0	0
2023-09-26	False	0	0	0
2023-09-25	False	0	0	0
2023-09-24	False	0	0	0
2023-09-23	False	0	0	0
2023-09-22	False	0	0	0
2023-09-21	False	0	0	0
2023-09-20	True	55	21	55
2023-09-19	False	0	0	0
2023-09-18	True	56	22	56
2023-09-17	False	0	0	0
2023-09-16	False	0	0	0
2023-09-15	False	0	0	0
2023-09-14	False	0	0	0
2023-09-13	False	0	0	0
2023-09-12	True	55	23	55
2023-09-11	False	0	0	0
2023-09-10	False	0	0	0
2023-09-09	False	0	0	0
2023-09-08	False	0	0	0
2023-09-07	False	0	0	0
2023-09-06	False	0	0	0
2023-09-05	False	0	0	0
2023-09-04	False	0	0	0
2023-09-03	True	56	23	56
2023-09-02	False	0	0	0
2023-09-01	False	0	0	0
2023-08-31	False	0	0	0
2023-08-30	False	0	0	0
2023-08-29	True	52	20	52
2023-08-28	False	0	0	0
2023-08-27	True	54	22	54
2023-08-26	False	0	0	0
2023-08-25	True	55	23	55
2023-08-24	False	0	0	0
2023-08-23	False	0	0	0
2023-08-22	False	0	0	0
2023-08-21	True	58	24	58
2023-08-20	False	0	0	0
2023-08-19	False	0	0	0
2023-08-18	True	55	23	55
2023-08-17	False	0	0	0
2023-08-16	True	54	22	54
2023-08-15	False	0	0	0
2023-08-14	False	0	0	0
2023-08-13	False	0	0	0
2023-08-12	False	0	0	0
2023-08-11	False	0	0	0
2023-08-10	False	0	0	0
2023-08-09	False	0	0	0
2023-08-08	False	0	0	0
2023-08-07	False	0	0	0
2023-08-06	False	0	0	0
2023-08-05	False	0	0	0
2023-08-04	False	0	0	0
2023-08-03	False	0	0	0
2023-08-02	False	0	0	0
2023-08-01	False	0	0	0
2023-07-31	False	0	0	0
2023-07-30	False	0	0	0
2023-07-29	False	0	0	0
2023-07-28	False	0	0	0
2023-07-27	False	0	0	0
2023-07-26	False	0	0	0
2023-07-25	False	0	0	0
2023-07-24	False	0	0	0
2023-07-23	False	0	0	0
2023-07-22	False	0	0	0
2023-07-21	False	0	0	0
